district,gr1_high_price,gr1_avg_price,gr2_high_price,gr2_avg_price,white_high_price,white_avg_price,published_at,created_at,updated_at,url
national,1802.29,1802.29,1585.0370185841866,1574.2675358682045,3000.0,2449.0,2022-05-24 00:00:00,2024-09-10 08:57:06,2024-09-10 08:57:06,https://exagri.info/mkt/2022/24.05.2022.html
national,1716.07,1716.07,1471.109019695908,1470.3780880559161,3000.0,2286.0,2022-05-31 00:00:00,2024-09-10 09:04:33,2024-09-10 09:04:33,https://exagri.info/mkt/2022/31.05.2022.html
national,1735.93,1735.93,1500.0,1500.0,2900.0,2370.6,2022-06-07 00:00:00,2024-09-10 08:55:08,2024-09-10 08:55:08,https://exagri.info/mkt/2022/07.06.2022.html
national,1721.86,1721.86,1573.5132479720105,1537.787361395373,3000.0,2553.4,2022-06-15 00:00:00,2024-09-10 08:56:12,2024-09-10 08:56:12,https://exagri.info/mkt/2022/15.06.2022.html
national,1725.43,1725.43,1576.3670517294731,1544.6775757329624,2850.0,2481.4,2022-06-21 00:00:00,2024-09-10 09:18:36,2024-09-10 09:18:36,https://exagri.info/mkt/2022/21.06.2022.html
national,1755.14,1755.14,1576.1885266260956,1554.0651650676364,2900.0,2455.4,2022-06-28 00:00:00,2024-09-10 08:55:33,2024-09-10 08:55:33,https://exagri.info/mkt/2022/28.06.2022.html
national,1781.14,1781.14,1594.0319698299145,1572.3442229436087,3000.0,2509.0,2022-07-05 00:00:00,2024-09-10 09:12:52,2024-09-10 09:12:52,https://exagri.info/mkt/2022/05.07.2022.html
national,1789.07,1789.07,1627.1876176250844,1597.6216601136966,2950.0,2560.8,2022-07-12 00:00:00,2024-09-10 08:55:54,2024-09-10 08:55:54,https://exagri.info/mkt/2022/12.07.2022.html
national,1806.21,1806.21,1600.8653026292723,1584.523360830337,3050.0,2509.8,2022-07-19 00:00:00,2024-09-10 09:16:51,2024-09-10 09:16:51,https://exagri.info/mkt/2022/19.07.2022.html
national,1832.43,1832.43,1671.86762483749,1640.5633105560096,3000.0,2633.2,2022-07-26 00:00:00,2024-09-10 08:48:48,2024-09-10 08:48:48,https://exagri.info/mkt/2022/26.07.2022.html
national,1846.21,1846.21,1721.0191541692107,1676.902479259451,3000.0,2743.0,2022-08-02 00:00:00,2024-09-10 09:02:59,2024-09-10 09:02:59,https://exagri.info/mkt/2022/02.08.2022.html
national,1838.36,1838.36,1642.0867046511553,1623.717135386442,3000.0,2542.6,2022-08-09 00:00:00,2024-09-10 08:54:59,2024-09-10 08:54:59,https://exagri.info/mkt/2022/09.08.2022.html
national,1812.14,1812.14,1636.4193375671566,1608.08803042289,3100.0,2620.6,2022-08-16 00:00:00,2024-09-10 09:03:52,2024-09-10 09:03:52,https://exagri.info/mkt/2022/16.08.2022.html
national,1761.64,1761.64,1564.816314781578,1546.6482319513443,3000.0,2462.8,2022-08-23 00:00:00,2024-09-10 09:03:48,2024-09-10 09:03:48,https://exagri.info/mkt/2022/23.08.2022.html
national,1750.93,1750.93,1619.6029534079203,1580.2295888118924,2900.0,2580.0,2022-08-30 00:00:00,2024-09-10 09:19:47,2024-09-10 09:19:47,https://exagri.info/mkt/2022/30.08.2022.html
national,1747.93,1747.93,1620.1728983332282,1579.5065415158533,2900.0,2586.6,2022-09-06 00:00:00,2024-09-10 09:06:55,2024-09-10 09:06:55,https://exagri.info/mkt/2022/06.09.2022.html
national,1746.64,1746.64,1618.6769592328824,1573.0491050036476,3100.0,2683.0,2022-09-13 00:00:00,2024-09-10 08:50:28,2024-09-10 08:50:28,https://exagri.info/mkt/2022/13.09.2022.html
national,1773.14,1773.14,1658.879981399224,1610.806061619472,3000.0,2698.0,2022-09-20 00:00:00,2024-09-10 09:20:34,2024-09-10 09:20:34,https://exagri.info/mkt/2022/20.09.2022.html
national,1800.36,1800.36,1671.867287426136,1626.4297958387347,3100.0,2736.4,2022-09-27 00:00:00,2024-09-10 09:18:59,2024-09-10 09:18:59,https://exagri.info/mkt/2022/27.09.2022.html
national,1806.29,1806.29,1654.1545338611454,1614.7624939719308,3200.0,2727.6,2022-10-04 00:00:00,2024-09-10 09:11:54,2024-09-10 09:11:54,https://exagri.info/mkt/2022/04.10.2016.html
national,1807.79,1807.79,1689.79630598325,1640.5557419096153,3100.0,2772.4,2022-10-11 00:00:00,2024-09-10 08:50:18,2024-09-10 08:50:18,https://exagri.info/mkt/2022/11.10.2022.html
national,1815.07,1815.07,1701.6970270307465,1653.3006455525683,3000.0,2743.2,2022-10-18 00:00:00,2024-09-10 09:06:26,2024-09-10 09:06:26,https://exagri.info/mkt/2022/18.10.2022.html
national,1803.07,1803.07,1699.2242616801627,1649.8954016363246,2900.0,2707.6,2022-10-25 00:00:00,2024-09-10 09:15:27,2024-09-10 09:15:27,https://exagri.info/mkt/2022/25.10.2022.html
national,1796.57,1796.57,1678.6928834147902,1626.8923416083371,3200.0,2810.4,2022-11-01 00:00:00,2024-09-10 08:51:12,2024-09-10 08:51:12,https://exagri.info/mkt/2022/01.11.2022.html
national,1795.79,1795.79,1633.403322793578,1600.2427451990766,3100.0,2640.0,2022-11-08 00:00:00,2024-09-10 08:52:12,2024-09-10 08:52:12,https://exagri.info/mkt/2022/08.11.2022.html
national,1766.29,1766.29,1625.1756916843292,1581.7927705047377,3200.0,2716.6,2022-11-15 00:00:00,2024-09-10 09:13:05,2024-09-10 09:13:05,https://exagri.info/mkt/2022/15.11.2022.html
national,1725.0,1725.0,1620.1249801288059,1566.134977363914,3100.0,2723.4,2022-11-22 00:00:00,2024-09-10 08:49:16,2024-09-10 08:49:16,https://exagri.info/mkt/2022/22.11.2022.html
national,1641.57,1641.57,1529.881639855103,1478.3618230058573,3100.0,2619.8,2022-11-29 00:00:00,2024-09-10 08:54:02,2024-09-10 08:54:02,https://exagri.info/mkt/2022/29.11.2022.html
national,1599.79,1599.79,1580.0,1560.0,3000.0,2672.2,2022-12-05 00:00:00,2024-09-10 09:21:16,2024-09-10 09:21:16,https://exagri.info/mkt/2022/05.12.2022.html
national,1623.79,1623.79,1650.0,1580.0,3000.0,2728.4,2022-12-13 00:00:00,2024-09-10 09:06:04,2024-09-10 09:06:04,https://exagri.info/mkt/2022/13.12.2022.html
national,1664.14,1664.14,1660.0,1640.0,3000.0,2754.6,2022-12-20 00:00:00,2024-09-10 09:07:11,2024-09-10 09:07:11,https://exagri.info/mkt/2022/20.12.2022.html
national,1669.29,1669.29,1680.0,1660.0,3000.0,2599.2,2022-12-27 00:00:00,2024-09-10 08:57:16,2024-09-10 08:57:16,https://exagri.info/mkt/2022/27.12.2022.html
national,1667.0,1667.0,1620.0,1605.0,3000.0,2673.8,2023-01-03 00:00:00,2024-09-10 09:06:18,2024-09-10 09:06:18,https://exagri.info/mkt/2023/03.01.2023.html
national,1670.64,1670.64,1650.0,1650.0,3050.0,2669.0,2023-01-10 00:00:00,2024-09-10 09:18:27,2024-09-10 09:18:27,https://exagri.info/mkt/2023/10.01.2023.html
national,1678.64,1678.64,1650.0,1632.0,3000.0,2714.8,2023-01-17 00:00:00,2024-09-10 08:56:16,2024-09-10 08:56:16,https://exagri.info/mkt/2023/17.01.2023.html
national,1691.21,1691.21,1650.0,1620.0,3000.0,2658.4,2023-01-24 00:00:00,2024-09-10 09:14:57,2024-09-10 09:14:57,https://exagri.info/mkt/2023/24.01.2023.html
national,1687.14,1687.14,1650.0,1635.0,3600.0,2736.4,2023-01-31 00:00:00,2024-09-10 08:51:34,2024-09-10 08:51:34,https://exagri.info/mkt/2023/31.01.2023.html
national,1673.86,1673.86,1650.0,1585.0,3200.0,2625.0,2023-02-07 00:00:00,2024-09-10 08:58:46,2024-09-10 08:58:46,https://exagri.info/mkt/2023/07.02.2023.html
national,1663.29,1663.29,1630.5833151387378,1552.972879937673,3000.0,2806.6,2023-02-14 00:00:00,2024-09-10 08:54:20,2024-09-10 08:54:20,https://exagri.info/mkt/2023/14.02.2023.html
national,1659.93,1659.93,1600.1886389668393,1532.3705703303658,3000.0,2730.0,2023-02-21 00:00:00,2024-09-10 09:12:43,2024-09-10 09:12:43,https://exagri.info/mkt/2023/21.02.2023.html
national,1670.71,1670.71,1579.8574945581458,1523.30794421256,3000.0,2656.8,2023-02-28 00:00:00,2024-09-10 09:05:10,2024-09-10 09:05:10,https://exagri.info/mkt/2023/28.02.2023.html
national,1460.29,1460.29,1356.5771625942812,1312.245802549936,2700.0,2259.8,2023-03-07 00:00:00,2024-09-10 09:01:30,2024-09-10 09:01:30,https://exagri.info/mkt/2023/07.03.2023.html
national,1322.0,1322.0,1287.5109178469434,1218.1097478986903,2700.0,2306.0,2023-03-14 00:00:00,2024-09-10 08:59:07,2024-09-10 08:59:07,https://exagri.info/mkt/2023/14.03.2023.html
national,1445.86,1445.86,1356.7522185222979,1307.1311381978176,2700.0,2284.6,2023-03-21 00:00:00,2024-09-10 09:09:46,2024-09-10 09:09:46,https://exagri.info/mkt/2023/21.03.2023.html
national,1408.71,1408.71,1371.1050127117246,1307.8661804453936,2500.0,2287.8,2023-03-28 00:00:00,2024-09-10 08:51:22,2024-09-10 08:51:22,https://exagri.info/mkt/2023/28.03.2023.html
national,1460.79,1460.79,1444.0383840088116,1373.244773620706,2500.0,2397.4,2023-04-03 00:00:00,2024-09-10 09:01:09,2024-09-10 09:01:09,https://exagri.info/mkt/2023/03.04.2023.html
national,1460.64,1460.64,1408.6346913966868,1349.3513499180754,2550.0,2326.4,2023-04-10 00:00:00,2024-09-10 08:54:25,2024-09-10 08:54:25,https://exagri.info/mkt/2023/10.04.2023.html
national,1456.92,1456.92,1380.1703707768474,1328.5907808169259,2600.0,2280.2,2023-04-18 00:00:00,2024-09-10 09:10:37,2024-09-10 09:10:37,https://exagri.info/mkt/2023/18.04.2023.html
national,1446.71,1446.71,1393.7858666219313,1331.0586256139873,2700.0,2383.4,2023-05-02 00:00:00,2024-09-10 09:10:53,2024-09-10 09:10:53,https://exagri.info/mkt/2023/02.05.2023.html
national,1463.21,1463.21,1400.0,1400.0,2800.0,2333.2,2023-05-09 00:00:00,2024-09-10 09:12:38,2024-09-10 09:12:38,https://exagri.info/mkt/2023/09.05.2023.html
national,1442.43,1442.43,1400.0,1400.0,2850.0,2419.2,2023-05-16 00:00:00,2024-09-10 09:13:09,2024-09-10 09:13:09,https://exagri.info/mkt/2023/16.05.2023.html
national,1384.07,1384.07,1316.8846240184866,1256.8066452976182,2800.0,2330.0,2023-05-23 00:00:00,2024-09-10 09:07:24,2024-09-10 09:07:24,https://exagri.info/mkt/2023/23.05.2023.html
national,1335.71,1335.71,1350.0,1350.0,2500.0,2095.8,2023-05-30 00:00:00,2024-09-10 08:50:43,2024-09-10 08:50:43,https://exagri.info/mkt/2023/30.05.2023.html
national,1443.5,1443.5,1303.7308163154294,1277.4960758021052,2500.0,2046.8,2023-06-06 00:00:00,2024-09-10 09:03:34,2024-09-10 09:03:34,https://exagri.info/mkt/2023/06.06.2023.html
national,1327.43,1327.43,1230.1512483018387,1183.4930743947725,2700.0,2141.6,2023-06-13 00:00:00,2024-09-10 08:50:09,2024-09-10 08:50:09,https://exagri.info/mkt/2023/13.06.2023.html
national,1339.0,1339.0,1266.8419704377957,1211.084458508783,2700.0,2221.4,2023-06-20 00:00:00,2024-09-10 09:00:22,2024-09-10 09:00:22,https://exagri.info/mkt/2023/20.06.2023.html
national,1346.36,1346.36,1255.1693214833958,1206.3054515713643,2700.0,2177.4,2023-06-27 00:00:00,2024-09-10 09:12:48,2024-09-10 09:12:48,https://exagri.info/mkt/2023/27.06.2023.html
national,1327.21,1327.21,1255.3370060253187,1201.9946414197784,2600.0,2161.0,2023-07-04 00:00:00,2024-09-10 09:04:26,2024-09-10 09:04:26,https://exagri.info/mkt/2023/04.07.2023.html
national,1346.86,1346.86,1200.0,1200.0,2500.0,2212.4,2023-07-11 00:00:00,2024-09-10 09:06:32,2024-09-10 09:06:32,https://exagri.info/mkt/2023/11.07.2023.html
national,1394.5,1394.5,1200.0,1200.0,2500.0,2197.2,2023-07-18 00:00:00,2024-09-10 08:52:00,2024-09-10 08:52:00,https://exagri.info/mkt/2023/18.07.2023.html
national,1565.93,1565.93,1200.0,1200.0,3000.0,2278.6,2023-07-25 00:00:00,2024-09-10 09:15:49,2024-09-10 09:15:49,https://exagri.info/mkt/2023/25.07.2023.html
national,1659.43,1659.43,1444.0322983861765,1432.5947759054452,3000.0,2308.2,2023-07-31 00:00:00,2024-09-10 09:09:24,2024-09-10 09:09:24,https://exagri.info/mkt/2023/31.07.2023.html
national,1947.14,1947.14,1687.3039549822024,1691.9545325755103,3000.0,2481.6,2023-08-08 00:00:00,2024-09-10 09:18:49,2024-09-10 09:18:49,https://exagri.info/mkt/2023/08.08.2023.html
national,1872.14,1872.14,1750.0,1750.0,3000.0,2487.2,2023-08-15 00:00:00,2024-09-10 08:56:43,2024-09-10 08:56:43,https://exagri.info/mkt/2023/15.08.2023.html
national,1903.14,1903.14,1960.0,1875.0,3000.0,2389.8,2023-08-22 00:00:00,2024-09-10 08:56:34,2024-09-10 08:56:34,https://exagri.info/mkt/2023/22.08.2023.html
national,1941.21,1941.21,1950.0,1950.0,3100.0,2582.0,2023-08-28 00:00:00,2024-09-10 09:06:51,2024-09-10 09:06:51,https://exagri.info/mkt/2023/28.08.2023.html
national,1931.21,1931.21,1400.0,1400.0,3000.0,2482.8,2023-09-05 00:00:00,2024-09-10 09:16:41,2024-09-10 09:16:41,https://exagri.info/mkt/2023/05.09.2023.html
national,1944.14,1944.14,1850.0,1850.0,3000.0,2530.6,2023-09-12 00:00:00,2024-09-10 09:13:26,2024-09-10 09:13:26,https://exagri.info/mkt/2023/12.09.2023.html
national,1936.57,1936.57,1685.8929315415508,1687.226314872522,3000.0,2495.6,2023-09-19 00:00:00,2024-09-10 09:09:12,2024-09-10 09:09:12,https://exagri.info/mkt/2023/19.09.2023.html
national,1889.07,1889.07,1600.0,1600.0,2800.0,2498.6,2023-09-26 00:00:00,2024-09-10 09:16:26,2024-09-10 09:16:26,https://exagri.info/mkt/2023/26.09.2023.html
national,1902.71,1902.71,1679.3874503522752,1675.8497759291445,2800.0,2436.8,2023-10-03 00:00:00,2024-09-10 08:55:04,2024-09-10 08:55:04,https://exagri.info/mkt/2023/03.10.2023.html
national,1926.36,1926.36,1700.0,1700.0,3000.0,2485.6,2023-10-10 00:00:00,2024-09-10 09:09:04,2024-09-10 09:09:04,https://exagri.info/mkt/2023/10.10.2023.html
national,1932.0,1932.0,1675.3613401744387,1678.8542078663327,3000.0,2474.8,2023-10-17 00:00:00,2024-09-10 09:11:01,2024-09-10 09:11:01,https://exagri.info/mkt/2023/17.10.2023.html
national,1949.71,1949.71,1400.0,1400.0,3000.0,2531.6,2023-10-24 00:00:00,2024-09-10 09:06:46,2024-09-10 09:06:46,https://exagri.info/mkt/2023/24.10.2023.html
national,1965.79,1965.79,1709.5612950500495,1712.904734719917,3000.0,2510.4,2023-10-31 00:00:00,2024-09-10 08:52:36,2024-09-10 08:52:36,https://exagri.info/mkt/2023/31.10.2023.html
national,1950.0,1950.0,1718.8651019018357,1713.119711767567,3000.0,2562.2,2023-11-07 00:00:00,2024-09-10 09:15:10,2024-09-10 09:15:10,https://exagri.info/mkt/2023/07.11.2023.html
national,1933.86,1933.86,1700.0,1700.0,3000.0,2541.6,2023-11-14 00:00:00,2024-09-10 08:53:37,2024-09-10 08:53:37,https://exagri.info/mkt/2023/14.11.2023.html
national,1930.93,1930.93,1760.0,1741.0,2800.0,2445.6,2023-11-21 00:00:00,2024-09-10 09:14:46,2024-09-10 09:14:46,https://exagri.info/mkt/2023/21.11.2023.html
national,1920.14,1920.14,1700.0,1700.0,2700.0,2453.8,2023-11-28 00:00:00,2024-09-10 08:54:38,2024-09-10 08:54:38,https://exagri.info/mkt/2023/28.11.2023.html
national,1887.43,1887.43,1600.0,1600.0,2800.0,2461.0,2023-12-05 00:00:00,2024-09-10 09:04:06,2024-09-10 09:04:06,https://exagri.info/mkt/2023/05.12.2023.html
national,1903.71,1903.71,1800.0,1700.0,2700.0,2450.2,2023-12-12 00:00:00,2024-09-10 08:59:52,2024-09-10 08:59:52,https://exagri.info/mkt/2023/12.12.2023.html
national,1887.86,1887.86,1750.0,1687.5,2800.0,2498.2,2023-12-19 00:00:00,2024-09-10 09:16:18,2024-09-10 09:16:18,https://exagri.info/mkt/2023/19.12.2023.html
national,1876.07,1876.07,1700.0,1687.5,2800.0,2440.2,2023-12-27 00:00:00,2024-09-10 09:01:02,2024-09-10 09:01:02,https://exagri.info/mkt/2023/27.12.2023.html
national,1881.14,1881.14,1750.0,1725.0,2700.0,2485.2,2024-01-02 00:00:00,2024-09-10 09:12:56,2024-09-10 09:12:56,https://exagri.info/mkt/2024/02.01.2024.html
national,1899.29,1899.29,1800.0,1750.0,2600.0,2457.2,2024-01-09 00:00:00,2024-09-10 08:52:53,2024-09-10 08:52:53,https://exagri.info/mkt/2024/09.01.2024.html
national,1906.07,1906.07,1850.0,1765.0,2800.0,2519.8,2024-01-16 00:00:00,2024-09-10 09:13:53,2024-09-10 09:13:53,https://exagri.info/mkt/2024/16.01.2024.html
national,1900.93,1900.93,1900.0,1825.0,2800.0,2518.8,2024-01-23 00:00:00,2024-09-10 09:14:16,2024-09-10 09:14:16,https://exagri.info/mkt/2024/24.01.2024.html
national,1870.79,1870.79,1800.0,1794.0,2700.0,2451.6,2024-01-30 00:00:00,2024-09-10 09:11:18,2024-09-10 09:11:18,https://exagri.info/mkt/2024/30.01.2024.html
national,1860.0,1860.0,1800.0,1675.0,2700.0,2365.0,2024-02-06 00:00:00,2024-09-10 09:06:58,2024-09-10 09:06:58,https://exagri.info/mkt/2024/06.02.2024.html
national,1814.64,1814.64,1700.0,1700.0,2750.0,2449.6,2024-02-13 00:00:00,2024-09-10 09:21:10,2024-09-10 09:21:10,https://exagri.info/mkt/2024/13.02.2024.html
national,1781.79,1781.79,1800.0,1712.5,2900.0,2373.0,2024-02-20 00:00:00,2024-09-10 09:00:53,2024-09-10 09:00:53,https://exagri.info/mkt/2024/20.02.2024.html
national,1782.0,1782.0,1750.0,1720.0,2800.0,2435.0,2024-02-27 00:00:00,2024-09-10 09:14:26,2024-09-10 09:14:26,https://exagri.info/mkt/2024/27.02.2024.html
national,1764.57,1764.57,1500.0,1500.0,2800.0,2432.2,2024-03-05 00:00:00,2024-09-10 09:11:10,2024-09-10 09:11:10,https://exagri.info/mkt/2024/05.03.2024.html
national,1719.5,1719.5,1530.0,1500.0,2800.0,2432.0,2024-03-12 00:00:00,2024-09-10 09:18:52,2024-09-10 09:18:52,https://exagri.info/mkt/2024/12.03.2024.html
national,1693.14,1693.14,1541.0850368669899,1516.7753577739413,2600.0,2317.5,2024-03-19 00:00:00,2024-09-10 09:16:55,2024-09-10 09:16:55,https://exagri.info/mkt/2024/19.03.2024.html
national,1639.86,1639.86,1200.0,1200.0,2700.0,2339.2,2024-03-26 00:00:00,2024-09-10 08:52:16,2024-09-10 08:52:16,https://exagri.info/mkt/2024/26.03.2024.html
national,1586.71,1586.71,1200.0,1200.0,2500.0,2206.0,2024-04-02 00:00:00,2024-09-10 08:55:58,2024-09-10 08:55:58,https://exagri.info/mkt/2024/02.04.2024.html
national,1582.71,1582.71,1300.0,1275.0,2600.0,2286.4,2024-04-08 00:00:00,2024-09-10 09:14:38,2024-09-10 09:14:38,https://exagri.info/mkt/2024/08.04.2024.html
national,1574.54,1574.54,1300.0,1300.0,2600.0,2208.4,2024-04-16 00:00:00,2024-09-10 09:07:15,2024-09-10 09:07:15,https://exagri.info/mkt/2024/16.04.2024.html
national,1527.64,1527.64,1350.0,1300.0,2700.0,2324.2,2024-04-24 00:00:00,2024-09-10 09:17:30,2024-09-10 09:17:30,https://exagri.info/mkt/2024/24.04.2024.html
national,1535.36,1535.36,1600.0,1487.5,2700.0,2253.4,2024-04-30 00:00:00,2024-09-10 09:02:14,2024-09-10 09:02:14,https://exagri.info/mkt/2024/30.04.2024.html
national,1550.14,1550.14,1530.0,1407.5,2700.0,2295.2,2024-05-07 00:00:00,2024-09-10 09:01:14,2024-09-10 09:01:14,https://exagri.info/mkt/2024/07.05.2024.html
national,1571.57,1571.57,1450.0,1362.5,2700.0,2332.0,2024-05-14 00:00:00,2024-09-10 08:57:13,2024-09-10 08:57:13,https://exagri.info/mkt/2024/14.05.2024.html
national,1578.86,1578.86,1400.0,1300.0,2700.0,2302.0,2024-05-21 00:00:00,2024-09-10 09:21:07,2024-09-10 09:21:07,https://exagri.info/mkt/2024/21.05.2024.html
national,1607.07,1607.07,1500.0,1425.0,2600.0,2204.2,2024-05-28 00:00:00,2024-09-10 09:10:03,2024-09-10 09:10:03,https://exagri.info/mkt/2024/28.05.2024.html
national,1641.07,1641.07,1400.0,1400.0,2750.0,2300.0,2024-06-04 00:00:00,2024-09-10 09:03:56,2024-09-10 09:03:56,https://exagri.info/mkt/2024/04.06.2024.html
national,1771.29,1771.29,1500.0,1500.0,2700.0,2312.4,2024-06-11 00:00:00,2024-09-10 09:02:18,2024-09-10 09:02:18,https://exagri.info/mkt/2024/11.06.2024.html
national,1756.93,1756.93,1542.4755771618575,1535.7298094584817,2800.0,2312.0,2024-06-18 00:00:00,2024-09-10 08:56:59,2024-09-10 08:56:59,https://exagri.info/mkt/2024/18.06.2024.html
national,1783.69,1783.69,1612.721578383997,1597.7781241361781,2500.0,2309.6,2024-06-25 00:00:00,2024-09-10 09:03:08,2024-09-10 09:03:08,https://exagri.info/mkt/2024/25.06.2024.html
national,1792.79,1792.79,1600.0,1600.0,2750.0,2419.8,2024-07-02 00:00:00,2024-09-10 08:56:39,2024-09-10 08:56:39,https://exagri.info/mkt/2024/02.07.2024.html
national,1754.14,1754.14,1600.0,1600.0,2550.0,2318.6,2024-07-16 00:00:00,2024-09-10 08:52:39,2024-09-10 08:52:39,https://exagri.info/mkt/2024/16.07.2024.html
national,1721.43,1721.43,1400.0,1400.0,2600.0,2331.2,2024-07-23 00:00:00,2024-09-10 08:52:20,2024-09-10 08:52:20,https://exagri.info/mkt/2024/23.07.2024.html
national,1727.46,1727.46,1500.0,1500.0,2600.0,2317.2,2024-07-30 00:00:00,2024-09-10 09:18:08,2024-09-10 09:18:08,https://exagri.info/mkt/2024/30.07.2024.html
national,1752.64,1752.64,1700.0,1616.5,2700.0,2343.2,2024-08-06 00:00:00,2024-09-10 09:14:42,2024-09-10 09:14:42,https://exagri.info/mkt/2024/06.08.2024.html
national,1736.43,1736.43,1600.0,1600.0,2500.0,2302.4,2024-08-13 00:00:00,2024-09-10 09:09:35,2024-09-10 09:09:35,https://exagri.info/mkt/2024/13.08.2024.html
national,1737.07,1737.07,1700.0,1700.0,2800.0,2330.0,2024-08-20 00:00:00,2024-09-10 08:55:18,2024-09-10 08:55:18,https://exagri.info/mkt/2024/20.08.2024.html
national,1729.57,1729.57,1750.0,1750.0,2600.0,2266.4,2024-08-27 00:00:00,2024-09-10 09:04:15,2024-09-10 09:04:15,https://exagri.info/mkt/2024/27.08.2024.html
national,1737.14,1737.14,1700.0,1650.0,2500.0,2322.6,2024-09-03 00:00:00,2024-09-10 09:06:42,2024-09-10 09:06:42,https://exagri.info/mkt/2024/03.09.2024.html
